Filename,Predictions
2010_004472,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2010_004509,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0"
2010_004520,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_004529,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_004542,"0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0"
2010_004570,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_004608,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_004672,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0"
2010_004735,"0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_004748,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_004783,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
2010_004903,"0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_004931,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
2010_005000,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
2010_005006,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2010_005048,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2010_005061,"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0"
2010_005066,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_005075,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_005108,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2010_005116,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_005120,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0"
2010_005130,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
2010_005152,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2010_005187,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
2010_005188,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0"
2010_005226,"0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0"
2010_005242,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
2010_005252,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2010_005272,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
2010_005374,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2010_005406,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
2010_005425,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2010_005456,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2010_005463,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_005467,"0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0"
2010_005508,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2010_005543,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2010_005548,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_005556,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_005610,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0"
2010_005635,"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0"
2010_005636,"0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0"
2010_005671,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
2010_005705,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_005706,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
2010_005731,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
2010_005763,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2010_005806,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2010_005868,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_005870,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_005882,"0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0"
2010_005884,"0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0"
2010_005899,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2010_005938,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2010_005998,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_006004,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2010_006025,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2010_006056,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
2011_000016,"0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0"
2011_000036,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1"
2011_000051,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2011_000057,"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2011_000065,"0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0"
2011_000128,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2011_000142,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0"
2011_000178,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2011_000185,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2011_000195,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
2011_000229,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2011_000253,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1"
2011_000273,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2011_000299,"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2011_000314,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2011_000319,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2011_000391,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2011_000514,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
2011_000622,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2011_000724,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0"
2011_000753,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0"
2011_000767,"0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0"
2011_000784,"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0"
2011_000897,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0"
2011_000909,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
2011_000912,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2011_000969,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0"
2011_001058,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2011_001086,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
2011_001281,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
2011_001370,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2011_001440,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0"
2011_001447,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0"
2011_001693,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2011_001708,"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2011_001712,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2011_001720,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2011_001775,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2011_001806,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2011_001815,"0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0"
2011_001819,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2011_001827,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
2011_001837,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1"
2011_001914,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2011_001941,"0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0"
2011_001962,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2011_001966,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2011_001975,"0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0"
2011_001980,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2011_002019,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2011_002040,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
2011_002047,"0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0"
2011_002075,"0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0"
2011_002276,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2011_002322,"0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0"
2011_002357,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
2011_002391,"0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0"
2011_002459,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2011_002482,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2011_002490,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2011_002515,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2011_002519,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2011_002556,"0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0"
2011_002592,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2011_002760,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
2011_002890,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2011_002933,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
2011_002975,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2011_002997,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0"
2011_003043,"0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0"
2011_003103,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0"
2011_003111,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2011_003228,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
2011_003232,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2011_003254,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
2011_003262,"0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0"
